country,year,adaptation_and_nature_solutions,climate_science_and_phenomena,energy_and_technology,extreme_weather_and_impacts,greenhouse_gases_and_emissions,policy_agreements_and_economics,total_sentences,climate_sentences_BERT,climate_sentence_ratio_BERT
BGD,2000,0.0,0.0,0.0,0.0,0.0,0.0,49,4,0.08163265306122448
BGD,2001,0.0,0.0,0.0,0.0,0.0,0.0,63,1,0.015873015873015872
BGD,2002,0.0,0.0,0.0,0.0,0.0,0.0,62,2,0.03225806451612903
BGD,2003,0.0,0.0,0.0,0.0,0.0,0.0,109,9,0.08256880733944955
BGD,2004,0.0,0.0,0.0,0.0,0.0,0.0,68,9,0.1323529411764706
BGD,2005,0.0,0.0,0.0,0.0,0.0,0.0,66,11,0.16666666666666666
BGD,2006,0.0,0.0,0.0,0.0,0.0,0.0,87,8,0.09195402298850575
BGD,2007,0.0,0.0,0.0,0.0,0.0,0.0,100,7,0.07
BGD,2008,0.0,0.0,0.0,0.0,0.0,0.0,92,16,0.17391304347826086
BGD,2009,0.0,0.0,0.0,0.0,0.0,0.0,113,26,0.23008849557522124
BGD,2010,0.0,0.0,0.0,0.0,0.0,0.0,106,21,0.19811320754716982
BGD,2011,1.0,0.0,0.0,0.0,0.0,0.0,92,11,0.11956521739130435
BGD,2012,0.0,0.0,0.0,0.0,0.0,0.0,67,13,0.19402985074626866
BGD,2013,0.0,0.0,0.0,0.0,0.0,0.0,78,12,0.15384615384615385
BGD,2014,0.0,0.0,0.0,0.0,0.0,2.0,81,19,0.2345679012345679
BGD,2015,0.0,0.0,0.0,0.0,0.0,0.0,63,11,0.1746031746031746
BGD,2016,0.0,0.0,0.0,0.0,0.0,0.0,81,11,0.13580246913580246
BGD,2017,0.0,0.0,0.0,0.0,0.0,0.0,61,10,0.16393442622950818
BGD,2018,0.0,0.0,0.0,0.0,0.0,0.0,144,25,0.1736111111111111
BGD,2019,0.0,0.0,0.0,0.0,0.0,0.0,79,13,0.16455696202531644
BGD,2020,0.0,0.0,0.0,0.0,0.0,0.0,78,5,0.0641025641025641
BGD,2021,0.0,0.0,0.0,0.0,0.0,0.0,89,7,0.07865168539325842
BGD,2022,0.0,0.0,0.0,0.0,0.0,0.0,117,18,0.15384615384615385
BGD,2023,0.0,0.0,0.0,0.0,0.0,0.0,64,9,0.140625
BGD,2024,0.0,0.0,0.0,0.0,0.0,0.0,159,23,0.14465408805031446
BGD,2025,0.0,0.0,0.0,0.0,0.0,1.0,261,24,0.09195402298850575
BGR,1956,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0.0
BGR,1957,0.0,0.0,0.0,0.0,0.0,0.0,89,2,0.02247191011235955
BGR,1958,0.0,0.0,0.0,0.0,0.0,0.0,189,0,0.0
BGR,1959,0.0,0.0,0.0,0.0,0.0,0.0,116,2,0.017241379310344827
BGR,1960,0.0,0.0,0.0,0.0,0.0,0.0,293,2,0.006825938566552901
BGR,1961,0.0,0.0,0.0,0.0,0.0,0.0,142,0,0.0
BGR,1962,0.0,0.0,0.0,0.0,0.0,0.0,107,1,0.009345794392523364
BGR,1963,0.0,0.0,0.0,0.0,0.0,0.0,89,5,0.056179775280898875
BGR,1964,0.0,0.0,0.0,0.0,0.0,0.0,111,2,0.018018018018018018
BGR,1965,0.0,0.0,0.0,0.0,0.0,0.0,116,3,0.02586206896551724
BGR,1966,0.0,0.0,0.0,0.0,0.0,0.0,129,2,0.015503875968992248
BGR,1967,0.0,0.0,0.0,0.0,0.0,0.0,137,1,0.0072992700729927005
BGR,1968,0.0,0.0,0.0,0.0,0.0,0.0,128,6,0.046875
BGR,1969,0.0,0.0,0.0,0.0,0.0,0.0,136,4,0.029411764705882353
BGR,1971,0.0,0.0,0.0,0.0,0.0,0.0,93,4,0.043010752688172046
BGR,1972,0.0,0.0,0.0,0.0,0.0,0.0,62,4,0.06451612903225806
BGR,1973,0.0,0.0,0.0,0.0,0.0,0.0,52,2,0.038461538461538464
BGR,1974,0.0,0.0,0.0,0.0,0.0,0.0,77,4,0.05194805194805195
BGR,1975,0.0,0.0,0.0,0.0,0.0,0.0,80,3,0.0375
BGR,1976,0.0,0.0,0.0,0.0,0.0,0.0,89,3,0.033707865168539325
BGR,1977,0.0,0.0,0.0,0.0,0.0,0.0,57,4,0.07017543859649122
BGR,1978,0.0,0.0,0.0,0.0,0.0,0.0,57,0,0.0
BGR,1979,0.0,0.0,0.0,0.0,0.0,0.0,71,4,0.056338028169014086
BGR,1980,0.0,0.0,0.0,0.0,0.0,0.0,63,1,0.015873015873015872
BGR,1981,0.0,0.0,0.0,0.0,0.0,0.0,58,2,0.034482758620689655
BGR,1982,0.0,0.0,0.0,0.0,0.0,0.0,64,7,0.109375
BGR,1983,0.0,0.0,0.0,0.0,0.0,0.0,62,1,0.016129032258064516
BGR,1984,0.0,0.0,0.0,0.0,0.0,0.0,57,2,0.03508771929824561
BGR,1985,0.0,0.0,0.0,0.0,1.0,0.0,84,5,0.05952380952380952
BGR,1986,0.0,0.0,0.0,0.0,0.0,0.0,89,7,0.07865168539325842
BGR,1987,0.0,0.0,0.0,0.0,0.0,0.0,93,7,0.07526881720430108
BGR,1988,0.0,0.0,0.0,0.0,0.0,0.0,97,8,0.08247422680412371
BGR,1989,0.0,0.0,0.0,0.0,0.0,0.0,89,10,0.11235955056179775
BGR,1990,0.0,0.0,0.0,0.0,0.0,0.0,77,2,0.025974025974025976
BGR,1991,0.0,0.0,0.0,0.0,0.0,0.0,90,6,0.06666666666666667
BGR,1992,0.0,0.0,0.0,0.0,0.0,0.0,111,3,0.02702702702702703
BGR,1993,0.0,0.0,0.0,0.0,1.0,0.0,50,2,0.04
BGR,1994,0.0,0.0,0.0,0.0,0.0,0.0,66,2,0.030303030303030304
BGR,1995,0.0,0.0,0.0,0.0,0.0,0.0,51,1,0.0196078431372549
BGR,1996,0.0,0.0,0.0,0.0,0.0,0.0,80,6,0.075
BGR,1997,0.0,0.0,0.0,0.0,0.0,0.0,56,0,0.0
BGR,1998,0.0,0.0,0.0,0.0,0.0,0.0,78,0,0.0
BGR,1999,0.0,0.0,0.0,0.0,0.0,0.0,45,2,0.044444444444444446
BGR,2000,0.0,0.0,0.0,0.0,0.0,0.0,77,2,0.025974025974025976
BGR,2001,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0.0
BGR,2002,0.0,0.0,0.0,0.0,0.0,0.0,44,2,0.045454545454545456
BGR,2003,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0.0
BGR,2004,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0.0
BGR,2005,0.0,0.0,0.0,0.0,0.0,0.0,56,2,0.03571428571428571
BGR,2006,0.0,0.0,0.0,0.0,0.0,0.0,71,3,0.04225352112676056
BGR,2007,0.0,0.0,0.0,0.0,0.0,0.0,82,8,0.0975609756097561
BGR,2008,0.0,0.0,0.0,0.0,0.0,0.0,60,5,0.08333333333333333
BGR,2009,0.0,0.0,0.0,0.0,0.0,0.0,74,6,0.08108108108108109
BGR,2010,0.0,0.0,0.0,0.0,0.0,0.0,137,13,0.0948905109489051
BGR,2011,0.0,0.0,0.0,0.0,0.0,0.0,133,8,0.06015037593984962
BGR,2012,0.0,0.0,0.0,0.0,0.0,0.0,58,5,0.08620689655172414
BGR,2013,0.0,0.0,0.0,0.0,0.0,0.0,65,8,0.12307692307692308
BGR,2014,0.0,0.0,0.0,0.0,0.0,0.0,74,7,0.0945945945945946
BGR,2015,0.0,0.0,0.0,0.0,0.0,0.0,80,6,0.075
BGR,2016,0.0,0.0,0.0,0.0,0.0,0.0,94,10,0.10638297872340426
BGR,2017,0.0,0.0,0.0,0.0,0.0,0.0,43,7,0.16279069767441862
BGR,2018,0.0,0.0,0.0,0.0,0.0,0.0,81,6,0.07407407407407407
BGR,2019,0.0,0.0,0.0,0.0,0.0,0.0,63,11,0.1746031746031746
BGR,2020,0.0,0.0,0.0,0.0,0.0,0.0,40,6,0.15
BGR,2021,0.0,0.0,0.0,0.0,0.0,0.0,28,4,0.14285714285714285
BGR,2022,0.0,0.0,0.0,0.0,0.0,0.0,43,4,0.09302325581395349
BGR,2023,0.0,0.0,0.0,0.0,0.0,0.0,56,8,0.14285714285714285
BGR,2024,0.0,0.0,0.0,0.0,0.0,0.0,59,10,0.1694915254237288
BGR,2025,0.0,0.0,0.0,0.0,0.0,0.0,84,11,0.13095238095238096
BHR,1972,0.0,0.0,0.0,0.0,0.0,0.0,25,1,0.04
BHR,1973,0.0,0.0,0.0,0.0,0.0,0.0,48,5,0.10416666666666667
BHR,1974,0.0,0.0,0.0,0.0,0.0,0.0,84,6,0.07142857142857142
BHR,1975,0.0,0.0,0.0,0.0,0.0,0.0,97,1,0.010309278350515464
BHR,1976,0.0,0.0,0.0,0.0,0.0,0.0,104,2,0.019230769230769232
BHR,1977,0.0,0.0,0.0,0.0,0.0,0.0,71,0,0.0
BHR,1978,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0.0
BHR,1979,0.0,0.0,0.0,0.0,0.0,0.0,65,2,0.03076923076923077
BHR,1980,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0.0
BHR,1981,0.0,0.0,0.0,0.0,0.0,0.0,77,4,0.05194805194805195
BHR,1982,0.0,0.0,0.0,0.0,0.0,0.0,105,0,0.0
BHR,1983,0.0,0.0,0.0,0.0,0.0,0.0,65,0,0.0
BHR,1984,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0.0
BHR,1985,0.0,0.0,0.0,0.0,0.0,0.0,74,0,0.0
BHR,1986,0.0,0.0,0.0,0.0,0.0,0.0,79,0,0.0
BHR,1987,0.0,0.0,0.0,0.0,0.0,0.0,68,1,0.014705882352941176
BHR,1988,0.0,0.0,0.0,0.0,0.0,0.0,56,2,0.03571428571428571
BHR,1989,0.0,0.0,0.0,0.0,0.0,0.0,68,7,0.10294117647058823
BHR,1990,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0.0
BHR,1991,0.0,0.0,0.0,0.0,0.0,0.0,57,5,0.08771929824561403
BHR,1992,0.0,0.0,0.0,0.0,0.0,0.0,89,8,0.0898876404494382
BHR,1993,0.0,0.0,0.0,0.0,0.0,0.0,67,4,0.05970149253731343
BHR,1994,0.0,0.0,0.0,0.0,0.0,0.0,80,3,0.0375
BHR,1995,0.0,0.0,0.0,0.0,0.0,0.0,58,5,0.08620689655172414
BHR,1996,0.0,0.0,0.0,0.0,0.0,0.0,56,5,0.08928571428571429
BHR,1997,0.0,0.0,0.0,0.0,0.0,0.0,51,4,0.0784313725490196
BHR,1998,0.0,0.0,0.0,0.0,0.0,0.0,51,2,0.0392156862745098
BHR,1999,0.0,0.0,0.0,0.0,0.0,0.0,47,1,0.02127659574468085
BHR,2000,0.0,0.0,0.0,0.0,0.0,0.0,33,1,0.030303030303030304
BHR,2001,0.0,0.0,0.0,0.0,0.0,0.0,33,0,0.0
BHR,2002,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0.0
BHR,2003,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0.0
BHR,2004,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0.0
BHR,2005,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0.0
BHR,2006,0.0,0.0,0.0,0.0,0.0,0.0,87,5,0.05747126436781609
BHR,2007,0.0,0.0,0.0,0.0,0.0,0.0,53,6,0.11320754716981132
BHR,2008,0.0,0.0,0.0,0.0,0.0,0.0,72,21,0.2916666666666667
BHR,2009,0.0,0.0,0.0,0.0,0.0,0.0,63,9,0.14285714285714285
BHR,2010,0.0,0.0,0.0,0.0,0.0,0.0,55,8,0.14545454545454545
BHR,2011,0.0,0.0,0.0,0.0,0.0,0.0,35,1,0.02857142857142857
BHR,2012,0.0,0.0,0.0,0.0,0.0,0.0,47,5,0.10638297872340426
BHR,2013,0.0,0.0,0.0,0.0,0.0,0.0,54,1,0.018518518518518517
BHR,2014,0.0,0.0,0.0,0.0,0.0,0.0,59,2,0.03389830508474576
BHR,2015,0.0,0.0,0.0,0.0,0.0,0.0,78,5,0.0641025641025641
BHR,2016,0.0,0.0,0.0,0.0,0.0,0.0,66,4,0.06060606060606061
BHR,2017,0.0,0.0,0.0,0.0,0.0,0.0,80,1,0.0125
BHR,2018,0.0,0.0,0.0,0.0,0.0,0.0,61,2,0.03278688524590164
BHR,2019,0.0,0.0,0.0,0.0,0.0,0.0,49,0,0.0
BHR,2020,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0.0
BHR,2021,0.0,0.0,0.0,0.0,0.0,0.0,44,3,0.06818181818181818
BHR,2022,0.0,0.0,0.0,0.0,0.0,0.0,24,3,0.125
BHR,2023,0.0,0.0,0.0,0.0,0.0,0.0,63,7,0.1111111111111111
BHR,2024,0.0,0.0,0.0,0.0,0.0,0.0,67,3,0.04477611940298507
BHR,2025,0.0,0.0,0.0,0.0,0.0,0.0,92,6,0.06521739130434782
BHS,1973,0.0,0.0,0.0,0.0,0.0,0.0,51,2,0.0392156862745098
BHS,1980,0.0,0.0,0.0,0.0,0.0,0.0,80,6,0.075
BHS,1981,0.0,0.0,0.0,0.0,0.0,0.0,105,0,0.0
BHS,1982,0.0,0.0,0.0,0.0,0.0,0.0,79,0,0.0
BHS,1983,0.0,0.0,0.0,0.0,0.0,0.0,96,1,0.010416666666666666
BHS,1984,0.0,0.0,0.0,0.0,0.0,0.0,99,2,0.020202020202020204
BHS,1985,0.0,0.0,0.0,0.0,0.0,0.0,83,5,0.060240963855421686
BHS,1986,0.0,0.0,0.0,0.0,0.0,0.0,83,0,0.0
BHS,1987,0.0,0.0,0.0,0.0,0.0,0.0,65,1,0.015384615384615385
BHS,1988,0.0,0.0,0.0,0.0,0.0,0.0,62,3,0.04838709677419355
BHS,1989,0.0,0.0,0.0,0.0,0.0,0.0,85,4,0.047058823529411764
BHS,1990,0.0,0.0,0.0,0.0,0.0,0.0,59,5,0.0847457627118644
BHS,1991,0.0,0.0,0.0,0.0,0.0,0.0,48,5,0.10416666666666667
BHS,1992,0.0,0.0,0.0,0.0,0.0,0.0,119,16,0.13445378151260504
BHS,1993,0.0,0.0,0.0,0.0,0.0,0.0,44,2,0.045454545454545456
BHS,1994,0.0,0.0,0.0,0.0,0.0,0.0,44,2,0.045454545454545456
BHS,1995,0.0,0.0,0.0,0.0,0.0,0.0,55,3,0.05454545454545454
BHS,1996,0.0,0.0,0.0,0.0,0.0,0.0,74,9,0.12162162162162163
BHS,1997,0.0,0.0,0.0,0.0,0.0,0.0,40,10,0.25
BHS,1998,0.0,0.0,0.0,0.0,0.0,0.0,54,5,0.09259259259259259
BHS,1999,0.0,0.0,0.0,0.0,0.0,0.0,62,3,0.04838709677419355
BHS,2000,0.0,0.0,0.0,0.0,0.0,0.0,49,4,0.08163265306122448
BHS,2001,0.0,0.0,0.0,0.0,0.0,0.0,54,3,0.05555555555555555
BHS,2002,0.0,0.0,0.0,0.0,0.0,0.0,67,8,0.11940298507462686
BHS,2003,0.0,0.0,0.0,0.0,0.0,0.0,50,2,0.04
BHS,2004,0.0,0.0,0.0,0.0,0.0,0.0,67,9,0.13432835820895522
BHS,2005,0.0,0.0,0.0,0.0,0.0,0.0,77,10,0.12987012987012986
BHS,2006,0.0,0.0,0.0,0.0,0.0,0.0,78,10,0.1282051282051282
BHS,2007,0.0,0.0,0.0,0.0,0.0,0.0,74,14,0.1891891891891892
BHS,2008,0.0,0.0,0.0,0.0,0.0,0.0,61,12,0.19672131147540983
BHS,2009,0.0,0.0,0.0,0.0,0.0,0.0,61,15,0.2459016393442623
BHS,2010,0.0,0.0,0.0,0.0,0.0,0.0,78,16,0.20512820512820512
BHS,2011,0.0,0.0,0.0,0.0,0.0,0.0,84,10,0.11904761904761904
BHS,2012,0.0,0.0,0.0,0.0,0.0,0.0,67,7,0.1044776119402985
BHS,2013,0.0,0.0,0.0,0.0,0.0,0.0,64,7,0.109375
BHS,2014,0.0,0.0,0.0,0.0,0.0,0.0,53,9,0.16981132075471697
BHS,2015,0.0,0.0,0.0,0.0,0.0,0.0,64,10,0.15625
BHS,2016,0.0,0.0,0.0,0.0,0.0,0.0,81,3,0.037037037037037035
BHS,2017,0.0,0.0,0.0,0.0,0.0,0.0,65,13,0.2
BHS,2018,0.0,0.0,0.0,0.0,0.0,0.0,46,11,0.2391304347826087
BHS,2019,0.0,0.0,0.0,0.0,0.0,0.0,54,19,0.35185185185185186
BHS,2020,0.0,0.0,0.0,0.0,0.0,0.0,22,5,0.22727272727272727
BHS,2021,0.0,0.0,0.0,0.0,0.0,0.0,64,27,0.421875
BHS,2022,0.0,0.0,0.0,0.0,0.0,0.0,82,25,0.3048780487804878
BHS,2023,0.0,0.0,0.0,0.0,0.0,0.0,70,9,0.12857142857142856
BHS,2024,0.0,0.0,0.0,0.0,0.0,2.0,86,27,0.313953488372093
BHS,2025,0.0,0.0,0.0,0.0,0.0,0.0,87,14,0.16091954022988506
BIH,1992,0.0,0.0,0.0,0.0,0.0,0.0,78,3,0.038461538461538464
BIH,1993,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0.0
BIH,1994,0.0,0.0,0.0,0.0,0.0,0.0,56,2,0.03571428571428571
BIH,1995,0.0,0.0,0.0,0.0,0.0,0.0,37,1,0.02702702702702703
BIH,1996,0.0,0.0,0.0,0.0,0.0,0.0,73,1,0.0136986301369863
BIH,1997,0.0,0.0,0.0,0.0,0.0,0.0,56,4,0.07142857142857142
BIH,1998,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0.0
BIH,1999,0.0,0.0,0.0,0.0,0.0,0.0,46,0,0.0
BIH,2000,0.0,0.0,0.0,0.0,0.0,0.0,54,1,0.018518518518518517
BIH,2001,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0.0
BIH,2002,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0.0
BIH,2003,0.0,0.0,0.0,0.0,0.0,0.0,41,1,0.024390243902439025
BIH,2004,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0.0
BIH,2005,0.0,0.0,0.0,0.0,0.0,0.0,56,1,0.017857142857142856
BIH,2006,0.0,0.0,0.0,0.0,0.0,0.0,106,2,0.018867924528301886
BIH,2007,0.0,0.0,0.0,0.0,0.0,0.0,97,4,0.041237113402061855
BIH,2008,0.0,0.0,0.0,0.0,0.0,0.0,61,0,0.0
BIH,2009,0.0,0.0,0.0,0.0,0.0,0.0,81,9,0.1111111111111111
BIH,2010,0.0,0.0,0.0,0.0,0.0,0.0,48,2,0.041666666666666664
BIH,2011,0.0,0.0,0.0,0.0,0.0,0.0,78,8,0.10256410256410256
BIH,2012,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0.0
BIH,2013,0.0,0.0,0.0,0.0,0.0,0.0,55,7,0.12727272727272726
BIH,2014,0.0,0.0,0.0,0.0,0.0,0.0,42,6,0.14285714285714285
BIH,2015,0.0,0.0,0.0,0.0,0.0,0.0,52,8,0.15384615384615385
BIH,2016,0.0,0.0,0.0,0.0,0.0,0.0,80,15,0.1875
BIH,2017,0.0,0.0,0.0,0.0,0.0,0.0,64,4,0.0625
BIH,2018,0.0,0.0,0.0,0.0,0.0,0.0,63,6,0.09523809523809523
BIH,2019,0.0,0.0,0.0,0.0,0.0,0.0,56,5,0.08928571428571429
BIH,2020,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0.0
BIH,2021,0.0,0.0,0.0,0.0,0.0,2.0,78,14,0.1794871794871795
BIH,2022,0.0,0.0,0.0,0.0,0.0,0.0,104,6,0.057692307692307696
BIH,2023,0.0,0.0,0.0,0.0,0.0,0.0,74,5,0.06756756756756757
BIH,2024,0.0,0.0,0.0,0.0,0.0,0.0,70,4,0.05714285714285714
BIH,2025,0.0,0.0,0.0,0.0,0.0,0.0,163,1,0.006134969325153374
BLR,1946,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0.0
BLR,1947,0.0,0.0,0.0,0.0,0.0,0.0,102,2,0.0196078431372549
BLR,1948,0.0,0.0,0.0,0.0,0.0,0.0,83,1,0.012048192771084338
BLR,1949,0.0,0.0,0.0,0.0,0.0,0.0,54,1,0.018518518518518517
BLR,1950,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0.0
BLR,1951,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0.0
BLR,1952,0.0,0.0,0.0,0.0,0.0,0.0,116,1,0.008620689655172414
BLR,1953,0.0,0.0,0.0,0.0,0.0,0.0,133,1,0.007518796992481203
BLR,1954,0.0,0.0,0.0,0.0,0.0,0.0,134,1,0.007462686567164179
BLR,1955,0.0,0.0,0.0,0.0,0.0,0.0,84,1,0.011904761904761904
BLR,1956,0.0,0.0,0.0,0.0,0.0,0.0,92,1,0.010869565217391304
BLR,1957,0.0,0.0,0.0,0.0,0.0,0.0,147,3,0.02040816326530612
BLR,1958,0.0,0.0,0.0,0.0,0.0,0.0,144,1,0.006944444444444444
BLR,1959,0.0,0.0,0.0,0.0,0.0,0.0,127,2,0.015748031496062992
BLR,1960,0.0,0.0,0.0,0.0,0.0,0.0,255,1,0.00392156862745098
BLR,1961,0.0,0.0,0.0,0.0,0.0,0.0,188,2,0.010638297872340425
BLR,1962,0.0,0.0,0.0,0.0,0.0,0.0,162,1,0.006172839506172839
BLR,1963,0.0,0.0,0.0,0.0,0.0,0.0,137,3,0.021897810218978103
BLR,1964,0.0,0.0,0.0,0.0,0.0,0.0,118,1,0.00847457627118644
BLR,1965,0.0,0.0,0.0,0.0,0.0,0.0,175,5,0.02857142857142857
BLR,1966,0.0,0.0,0.0,0.0,0.0,0.0,141,3,0.02127659574468085
BLR,1967,0.0,0.0,0.0,0.0,0.0,0.0,168,3,0.017857142857142856
BLR,1968,0.0,0.0,0.0,0.0,0.0,0.0,155,1,0.0064516129032258064
BLR,1969,0.0,0.0,0.0,0.0,0.0,0.0,135,2,0.014814814814814815
BLR,1970,0.0,0.0,0.0,0.0,0.0,0.0,87,0,0.0
BLR,1971,0.0,0.0,0.0,0.0,0.0,0.0,105,0,0.0
BLR,1972,0.0,0.0,0.0,0.0,0.0,0.0,83,2,0.024096385542168676
BLR,1973,0.0,0.0,0.0,0.0,0.0,0.0,92,1,0.010869565217391304
BLR,1974,0.0,0.0,0.0,0.0,0.0,0.0,82,2,0.024390243902439025
BLR,1975,0.0,0.0,0.0,0.0,0.0,0.0,90,4,0.044444444444444446
BLR,1976,0.0,0.0,0.0,0.0,0.0,0.0,79,3,0.0379746835443038
BLR,1977,0.0,0.0,0.0,0.0,0.0,0.0,59,1,0.01694915254237288
BLR,1978,0.0,0.0,0.0,0.0,0.0,0.0,67,0,0.0
BLR,1979,0.0,0.0,0.0,0.0,0.0,0.0,71,2,0.028169014084507043
BLR,1980,0.0,0.0,0.0,0.0,0.0,0.0,56,3,0.05357142857142857
BLR,1981,0.0,0.0,0.0,0.0,0.0,0.0,72,1,0.013888888888888888
BLR,1982,0.0,0.0,0.0,0.0,0.0,0.0,94,5,0.05319148936170213
BLR,1983,0.0,0.0,0.0,0.0,0.0,0.0,91,2,0.02197802197802198
BLR,1984,0.0,0.0,0.0,0.0,0.0,0.0,103,3,0.02912621359223301
BLR,1985,0.0,0.0,0.0,0.0,0.0,0.0,90,3,0.03333333333333333
BLR,1986,0.0,0.0,0.0,0.0,0.0,0.0,116,8,0.06896551724137931
BLR,1987,0.0,0.0,0.0,0.0,0.0,0.0,131,7,0.05343511450381679
BLR,1988,0.0,0.0,0.0,0.0,0.0,0.0,99,2,0.020202020202020204
BLR,1989,0.0,0.0,0.0,0.0,0.0,0.0,89,9,0.10112359550561797
BLR,1990,0.0,0.0,0.0,0.0,0.0,0.0,81,19,0.2345679012345679
BLR,1991,0.0,0.0,0.0,0.0,0.0,0.0,106,11,0.10377358490566038
BLR,1992,0.0,0.0,0.0,0.0,0.0,0.0,118,8,0.06779661016949153
BLR,1993,0.0,0.0,0.0,0.0,0.0,0.0,99,8,0.08080808080808081
BLR,1994,0.0,0.0,0.0,0.0,0.0,0.0,59,7,0.11864406779661017
BLR,1995,0.0,0.0,0.0,0.0,0.0,0.0,66,2,0.030303030303030304
BLR,1996,0.0,0.0,0.0,0.0,0.0,0.0,37,5,0.13513513513513514
BLR,1997,0.0,0.0,0.0,0.0,0.0,0.0,50,6,0.12
BLR,1998,0.0,0.0,0.0,0.0,0.0,0.0,65,8,0.12307692307692308
BLR,1999,0.0,0.0,0.0,0.0,0.0,0.0,59,3,0.05084745762711865
BLR,2000,0.0,0.0,0.0,0.0,0.0,0.0,39,4,0.10256410256410256
BLR,2001,0.0,0.0,0.0,0.0,0.0,0.0,60,4,0.06666666666666667
BLR,2002,0.0,0.0,0.0,0.0,0.0,0.0,60,7,0.11666666666666667
BLR,2003,0.0,0.0,0.0,0.0,0.0,0.0,49,5,0.10204081632653061
BLR,2004,0.0,0.0,0.0,0.0,0.0,0.0,58,6,0.10344827586206896
BLR,2005,0.0,0.0,0.0,0.0,0.0,0.0,40,2,0.05
BLR,2006,0.0,0.0,0.0,0.0,0.0,0.0,85,7,0.08235294117647059
BLR,2007,0.0,0.0,0.0,0.0,0.0,0.0,59,17,0.288135593220339
BLR,2008,0.0,0.0,0.0,0.0,0.0,0.0,60,14,0.23333333333333334
BLR,2009,0.0,0.0,0.0,0.0,0.0,0.0,83,10,0.12048192771084337
BLR,2010,0.0,0.0,0.0,0.0,0.0,0.0,73,22,0.3013698630136986
BLR,2011,0.0,0.0,0.0,0.0,0.0,0.0,89,8,0.0898876404494382
BLR,2012,0.0,0.0,0.0,0.0,0.0,0.0,71,6,0.08450704225352113
BLR,2013,0.0,0.0,0.0,0.0,0.0,0.0,67,5,0.07462686567164178
BLR,2014,0.0,0.0,0.0,0.0,0.0,0.0,72,3,0.041666666666666664
BLR,2015,0.0,0.0,0.0,0.0,0.0,0.0,98,5,0.05102040816326531
BLR,2016,0.0,0.0,0.0,0.0,0.0,0.0,77,9,0.11688311688311688
BLR,2017,0.0,0.0,0.0,0.0,0.0,0.0,58,0,0.0
BLR,2018,0.0,0.0,0.0,0.0,0.0,0.0,67,4,0.05970149253731343
BLR,2019,0.0,0.0,0.0,0.0,0.0,0.0,75,13,0.17333333333333334
BLR,2020,0.0,0.0,0.0,0.0,0.0,0.0,27,5,0.18518518518518517
BLR,2021,0.0,0.0,0.0,0.0,0.0,0.0,80,2,0.025
BLR,2022,0.0,0.0,0.0,0.0,0.0,0.0,83,5,0.060240963855421686
BLR,2023,0.0,0.0,0.0,0.0,0.0,0.0,87,5,0.05747126436781609
BLR,2024,0.0,0.0,0.0,0.0,0.0,0.0,59,4,0.06779661016949153
BLR,2025,0.0,0.0,0.0,0.0,0.0,0.0,165,6,0.03636363636363636
BLZ,1982,0.0,0.0,0.0,0.0,0.0,0.0,60,1,0.016666666666666666
BLZ,1983,0.0,0.0,0.0,0.0,0.0,0.0,51,1,0.0196078431372549
BLZ,1984,0.0,0.0,0.0,0.0,0.0,0.0,49,2,0.04081632653061224
BLZ,1985,0.0,0.0,0.0,0.0,0.0,0.0,60,1,0.016666666666666666
BLZ,1986,0.0,0.0,0.0,0.0,0.0,0.0,74,1,0.013513513513513514
BLZ,1987,0.0,0.0,0.0,0.0,0.0,0.0,72,5,0.06944444444444445
BLZ,1988,0.0,0.0,0.0,0.0,0.0,0.0,118,10,0.0847457627118644
BLZ,1989,0.0,0.0,0.0,0.0,0.0,0.0,76,12,0.15789473684210525
BLZ,1990,0.0,0.0,0.0,0.0,0.0,0.0,66,9,0.13636363636363635
BLZ,1991,0.0,0.0,0.0,0.0,0.0,0.0,72,9,0.125
BLZ,1992,0.0,0.0,0.0,0.0,0.0,0.0,118,15,0.1271186440677966
BLZ,1993,0.0,0.0,0.0,0.0,0.0,0.0,94,9,0.09574468085106383
BLZ,1994,0.0,0.0,0.0,0.0,0.0,0.0,84,3,0.03571428571428571
